1617.182	1615.374	-0.87897255	0.47478991
662.2869	660.8098	-0.87895691	0.47464332
320.1017	320.3844	-0.82364501	0.56698962
850.5825	851.7375	-0.82366886	0.56693341
87.86481	88.48588	-0.82374718	0.56685002
265.2024	265.5848	-0.82377353	0.566805
1790.449	1789.383	-0.82394192	0.56649392
124.3813	124.3782	-0.82449719	0.56575721
430.8495	430.862	-0.82335948	0.56739986
1706.479	1705.949	-0.82341824	0.56725886
1214.695	1214.304	-0.82357789	0.5670498
1237.344	1236.953	-0.82368722	0.56688996
1372.006	1371.552	-0.82376229	0.56677477
1837.167	1836.364	-0.82397972	0.56643666
1796.872	1796.024	-0.82410607	0.56625478
952.3483	951.9685	-0.82419618	0.56616226
598.7565	599.423	-0.82430711	0.56601549
1713.409	1712.664	-0.82428868	0.56599295
1353.794	1353.254	-0.8242978	0.5659965
1678.68	1677.969	-0.82456044	0.56559863
943.4547	943.3279	-0.8233153	0.56744284
1142.149	1141.881	-0.82354323	0.56710335
1534.707	1534.195	-0.82359329	0.5670128
1719.357	1718.7	-0.82364891	0.56692328
857.8588	857.7159	-0.82368956	0.56690308
863.5784	863.4242	-0.82374105	0.56682803
490.2505	490.289	-0.82382452	0.56672208
1426.553	1426.021	-0.82415809	0.56619657
908.6082	908.3431	-0.82428115	0.56604041
1078.542	1078.138	-0.82458694	0.5655875
1854.614	1852.11	-0.82424709	0.56604667
1657.397	1656.837	-0.82334917	0.56736146
443.8567	443.7782	-0.82461888	0.56556747
545.0354	545.0341	-0.82460792	0.56557938
220.8498	222.2592	-0.82494918	0.56509422
1530.644	1529.728	-0.82513902	0.56476125
1099.006	1098.472	-0.82589857	0.56366954
1181.059	1180.019	-0.82601184	0.56349996
1015.937	1015.348	-0.82603873	0.56346782
552.6987	552.2908	-0.82593332	0.56364181
512.6273	512.5423	-0.82526529	0.56462106
292.2433	292.1854	-0.82533227	0.56453189
1767.145	1766.095	-0.82466317	0.5654446
1237.697	1236.97	-0.8246933	0.56542535
1205.891	1206.229	-0.82500641	0.56496977
994.9059	994.5171	-0.82501542	0.56496595
1876.474	1876.007	-0.82500715	0.56493724
1119.228	1119.119	-0.82509406	0.56484564
1382.469	1381.858	-0.82518818	0.56469629
245.0366	245.1571	-0.82548577	0.56430921
852.5333	852.2944	-0.82554439	0.56419885
273.6789	274.5647	-0.82568743	0.56401297
372.2532	371.8838	-0.82572222	0.56395823
1958.712	1957.692	-0.82588303	0.56365197
1156.405	1155.95	-0.82591748	0.56363932
743.6124	743.2791	-0.82596277	0.56359078
954.4166	953.6417	-0.82597562	0.56356299
1653.391	1653.02	-0.82597959	0.56352534
1666.869	1666.203	-0.82469635	0.56540101
1352.235	1351.921	-0.82471515	0.56538826
783.7216	783.4841	-0.82492125	0.56511245
623.1702	622.966	-0.82495695	0.56506699
1265.228	1264.684	-0.82507114	0.56487262
1029.199	1028.864	-0.82521219	0.564677
1133.651	1133.225	-0.82527496	0.56458067
1793.414	1792.46	-0.82537259	0.56440728
1151.19	1150.711	-0.8256488	0.56403306
1029.824	1029.318	-0.82576044	0.56387495
1890.591	1889.631	-0.8259666	0.56353289
435.497	435.4059	-0.82481186	0.56528631
853.2681	852.9667	-0.825065	0.56489961
412.9362	412.8243	-0.82518337	0.56474476
683.7977	683.5459	-0.82531169	0.56454626
1489.132	1488.469	-0.82593566	0.5635975
246.3346	246.4845	-0.825185	0.56474888
883.4302	886.4833	-0.82602167	0.56349853
1698.875	1697.763	-0.82630436	0.56304688
257.5466	257.6811	-0.82701578	0.56206406
1208.803	1207.378	-0.82658446	0.56265844
399.6195	399.4574	-0.82665953	0.56258233
1487.506	1487.044	-0.82685694	0.56224509
1143.173	1142.788	-0.82743103	0.56141564
1043.102	1040.539	-0.82675732	0.56241181
291.47	291.7003	-0.82722838	0.56174979
971.7085	971.5847	-0.82608023	0.56340887
323.3632	323.9413	-0.82609857	0.56340869
969.423	966.7648	-0.82610468	0.56337323
97.46381	98.50653	-0.82622225	0.56323595
1227.936	1227.677	-0.82624755	0.56315215
404.5739	403.5411	-0.82630488	0.56310293
1382.872	1384.693	-0.82646457	0.56282645
173.4338	173.4107	-0.8264977	0.56282884
309.3871	306.3364	-0.82650604	0.56281147
1468.112	1467.611	-0.82652718	0.56273065
522.2581	520.651	-0.82656275	0.56271965
1469.215	1466.971	-0.8265786	0.56265516
224.3017	224.6116	-0.82702636	0.56204978
828.9109	829.6776	-0.8271902	0.56178407
64.07506	65.41865	-0.8272698	0.56169746
223.9448	224.0287	-0.82743704	0.56144503
1481.266	1481.512	-0.82743407	0.56139567
499.893	499.6671	-0.82633101	0.56306074
1244.38	1243.951	-0.82655441	0.56270093
938.5513	937.8343	-0.82659064	0.56266123
612.1985	611.9707	-0.82660167	0.56265875
818.0106	817.8521	-0.82698235	0.5620905
695.1631	695.0143	-0.82702365	0.56203489
425.4601	425.4405	-0.82708412	0.56195689
827.822	827.6743	-0.82710694	0.56190673
184.665	184.8289	-0.82728591	0.56166919
1459.325	1458.927	-0.82734033	0.56153486
1591.416	1590.73	-0.82622713	0.56316532
1915.897	1915.06	-0.82660721	0.56259153
1373.607	1373.177	-0.8270045	0.56203332
191.6774	191.8294	-0.82733805	0.56159212
881.7527	881.4786	-0.82677061	0.56239918
166.9089	167.4234	-0.82772861	0.56101726
1835.037	1834.864	-0.82817241	0.5602889
651.1597	651.1051	-0.82838958	0.56002151
944.9912	945.5832	-0.82867963	0.55957971
1131.806	1131.862	-0.82809077	0.56044257
851.8142	852.1862	-0.82854102	0.55978895
1879.038	1879.247	-0.82866243	0.55956172
792.7985	792.1965	-0.82871718	0.55953069
1508.496	1508.514	-0.82888725	0.5592466
574.762	575.0457	-0.82783496	0.56084417
581.0658	581.2581	-0.82782178	0.56086338
289.8895	290.2322	-0.82755598	0.56126713
704.4218	705.6736	-0.8276915	0.56105046
